564,10622,2,2,,,,2,1
565,10622,2,2,,,,2,1
566,10607,1,2,,,,1,1
567,10592,1,1,3,3,1,2,1
568,10622,2,2,,,,2,1
569,10597,1,2,1,1,2,1,1
570,10617,1,2,,,,1,1
571,10602,1,2,1,1,2,1,1
572,10617,1,2,,,,1,1
573,10622,2,2,,,,2,1
574,10592,1,1,3,2,2,2,1
575,10607,1,2,,,,1,1
576,10627,2,2,,,,2,1
577,10627,2,2,,,,2,1
578,10592,1,1,3,4,1,1,1
579,10627,2,2,,,,2,1
580,10612,1,2,2,1,1,1,0
581,10592,1,1,3,4,1,1,1
582,10592,1,1,3,4,1,1,1
583,10617,1,2,,,,1,1
584,10602,1,2,1,1,2,1,1
585,10627,2,2,,,,2,1
586,10592,1,1,3,2,2,2,1
587,10607,1,2,,,,1,1
588,10592,1,1,3,2,2,2,1
589,10607,1,2,,,,1,1
590,10607,1,2,,,,1,1
591,10612,1,2,2,1,1,1,0
592,10592,1,1,3,2,2,2,1
593,10627,2,2,,,,2,1
594,10612,1,2,2,1,1,1,0
595,10612,1,2,2,1,1,1,0
596,10602,1,2,1,1,2,1,1
597,10617,1,2,,,,1,1
598,10602,1,2,1,1,2,1,1
599,10612,1,2,2,1,1,1,0
600,10627,2,2,,,,2,1
601,10612,1,2,2,1,1,1,0
602,10617,1,2,,,,1,1
603,10602,1,2,1,1,2,1,1
604,10602,1,2,1,1,2,1,1
605,10612,1,2,2,1,1,1,0
606,10597,1,2,1,1,2,1,1
607,10597,1,2,1,1,2,1,1
608,10607,1,2,,,,1,1
609,10597,1,2,1,1,2,1,1
610,10607,1,2,,,,1,1
611,10597,1,2,1,1,2,1,1
612,10607,1,2,,,,1,1
613,10602,1,2,1,1,2,1,1
614,10607,1,2,,,,1,1
615,10627,2,2,,,,2,1
616,10612,1,2,2,1,1,1,0
617,10607,1,2,,,,1,1
618,10622,2,2,,,,2,1
619,10592,1,1,3,2,2,2,1
620,10617,1,2,,,,1,1
621,10612,1,2,2,1,1,1,0
622,10617,1,2,,,,1,1
623,10617,1,2,,,,1,1
624,10627,2,2,,,,2,1
625,10597,1,2,1,1,2,1,1
626,10612,1,2,2,1,1,1,0
627,10602,1,2,1,1,2,1,1
628,10607,1,2,,,,1,1
629,10617,1,2,,,,1,1
630,10617,1,2,,,,1,1
631,10622,2,2,,,,2,1
632,10592,1,1,3,2,2,2,1
633,10612,1,2,2,1,1,1,0
634,10612,1,2,2,1,1,1,0
635,10602,1,2,1,1,2,1,1
636,10617,1,2,,,,1,1
637,10627,2,2,,,,2,1
638,10597,1,2,1,1,2,1,1
639,10597,1,2,1,1,2,1,1
640,10597,1,2,1,1,2,1,1
641,10597,1,2,1,1,2,1,1
642,10597,1,2,1,1,2,1,1
643,10617,1,2,,,,1,1
644,10612,1,2,2,1,1,1,0
645,10597,1,2,1,1,2,1,1
646,10592,1,1,3,2,2,2,1
647,10607,1,2,,,,1,1
648,10627,2,2,,,,2,1
649,10627,2,2,,,,2,1
650,10627,2,2,,,,2,1
651,10592,1,1,3,2,2,2,1
652,10597,1,2,1,1,2,1,1
653,10597,1,2,1,1,2,1,1
654,10592,1,1,3,2,2,2,1
655,10612,1,2,2,1,1,1,0
656,10612,1,2,2,1,1,1,0
657,10597,1,2,1,1,2,1,1
658,10607,1,2,,,,1,1
659,10607,1,2,,,,1,1
660,10597,1,2,1,1,2,1,1
661,10627,2,2,,,,2,1
662,10597,1,2,1,1,2,1,1
663,10597,1,2,1,1,2,1,1
664,10612,1,2,2,1,1,1,0
665,10622,2,2,,,,2,1
666,10622,2,2,,,,2,1
667,10622,2,2,,,,2,1
668,10622,2,2,,,,2,1
669,10622,2,2,,,,2,1
670,10622,2,2,,,,2,1
671,10622,2,2,,,,2,1
672,10622,2,2,,,,2,1
673,10622,2,2,,,,2,1
674,10627,2,2,,,,2,1
675,10627,2,2,,,,2,1
676,10612,1,2,2,1,1,1,0
677,10592,1,1,3,2,2,2,1
678,10592,1,1,3,2,2,2,1
679,10592,1,1,3,2,2,2,1
680,10597,1,2,1,1,2,1,1
681,10627,2,2,,,,2,1
682,10622,2,2,,,,2,1
683,10607,1,2,,,,1,1
684,10597,1,2,1,1,2,1,1
685,10617,1,2,,,,1,1
686,10617,1,2,,,,1,1
687,10617,1,2,,,,1,1
688,10597,1,2,1,1,2,1,1
689,10592,1,1,3,4,1,1,1
690,10602,1,2,3,4,1,1,0
691,10612,1,2,3,3,1,1,0
692,10597,1,2,1,1,2,1,1
693,10597,2,2,2,4,2,1,0
694,10597,1,1,1,2,1,1,1
695,10597,1,1,1,4,1,2,1
696,10602,1,2,1,1,2,1,1
697,10592,1,1,3,2,2,2,1
698,10592,1,1,3,3,1,2,1
699,10612,1,2,2,1,1,1,0
700,10612,2,1,1,1,2,1,1
702,10607,1,2,,,,1,1
703,10617,1,2,,,,1,1
704,10622,2,2,,,,2,1
705,10627,2,2,,,,2,1
706,10592,1,1,3,2,2,2,1
707,10592,1,1,3,3,1,2,1
708,10592,1,1,3,2,2,2,1
709,10592,1,1,3,3,1,2,1
710,10592,1,1,3,2,2,2,1
711,10592,1,1,3,3,1,2,1
712,10612,1,2,2,1,1,1,0
713,10592,1,1,3,4,1,1,1
714,10597,1,2,1,1,2,1,1
715,10592,1,1,3,2,2,2,1
716,10592,1,1,3,3,1,2,1
717,10617,1,2,,,,1,1
718,10602,1,2,1,1,2,1,1
719,10602,1,2,1,1,2,1,1
720,10622,2,2,,,,2,1
721,10617,1,2,,,,1,1
722,10622,2,2,,,,2,1
723,10602,1,2,1,1,2,1,1
724,10617,1,2,,,,1,1
725,10592,1,1,3,2,2,2,1
726,10607,1,2,,,,1,1
727,10592,1,1,3,3,1,2,1
728,10627,2,2,,,,2,1
729,10617,1,2,,,,1,1
730,10592,1,1,3,3,1,2,1
731,10592,1,1,3,3,1,2,1
732,10612,1,2,2,1,1,1,0
733,10597,1,2,1,1,2,1,1
734,10592,1,1,3,3,1,2,1
735,10622,2,2,,,,2,1
736,10622,2,2,,,,2,1
737,10607,1,2,,,,1,1
738,10592,1,1,3,3,1,2,1
739,10622,2,2,,,,2,1
740,10597,1,2,1,1,2,1,1
741,10617,1,2,,,,1,1
742,10602,1,2,1,1,2,1,1
743,10617,1,2,,,,1,1
744,10622,2,2,,,,2,1
745,10592,1,1,3,2,2,2,1
746,10607,1,2,,,,1,1
747,10627,2,2,,,,2,1
748,10627,2,2,,,,2,1
749,10592,1,1,3,4,1,1,1
750,10627,2,2,,,,2,1
751,10612,1,2,2,1,1,1,0
752,10592,1,1,3,4,1,1,1
753,10592,1,1,3,4,1,1,1
754,10617,1,2,,,,1,1
755,10602,1,2,1,1,2,1,1
756,10627,2,2,,,,2,1
757,10592,1,1,3,2,2,2,1
758,10607,1,2,,,,1,1
759,10592,1,1,3,2,2,2,1
760,10607,1,2,,,,1,1
761,10607,1,2,,,,1,1
762,10612,1,2,2,1,1,1,0
763,10592,1,1,3,2,2,2,1
764,10627,2,2,,,,2,1
765,10612,1,2,2,1,1,1,0
766,10612,1,2,2,1,1,1,0
767,10602,1,2,1,1,2,1,1
768,10617,1,2,,,,1,1
769,10602,1,2,1,1,2,1,1
770,10612,1,2,2,1,1,1,0
771,10627,2,2,,,,2,1
772,10612,1,2,2,1,1,1,0
773,10617,1,2,,,,1,1
774,10602,1,2,1,1,2,1,1
775,10602,1,2,1,1,2,1,1
776,10612,1,2,2,1,1,1,0
777,10597,1,2,1,1,2,1,1
778,10597,1,2,1,1,2,1,1
779,10607,1,2,,,,1,1
780,10597,1,2,1,1,2,1,1
781,10607,1,2,,,,1,1
782,10597,1,2,1,1,2,1,1
783,10607,1,2,,,,1,1
784,10602,1,2,1,1,2,1,1
785,10607,1,2,,,,1,1
786,10627,2,2,,,,2,1
787,10612,1,2,2,1,1,1,0
788,10607,1,2,,,,1,1
789,10622,2,2,,,,2,1
790,10592,1,1,3,2,2,2,1
791,10617,1,2,,,,1,1
792,10612,1,2,2,1,1,1,0
793,10617,1,2,,,,1,1
794,10617,1,2,,,,1,1
795,10627,2,2,,,,2,1
